职位名称,名称,地点,分类,时间,工作内容
PCG04-资深IDE研发工程师（杭州/上海/北京/深圳）,PCG ," 杭州,中国 ", 技术 ,2021/9/29,"参与打造下一代的云端 IDE 框架与产品：
1、参与包括资源管理器、代码编辑器、源代码管理、终端、语言及调试工具等功能在内的 IDE 基础框架的设计与研发；
2、参与 IDE 插件以及支撑插件研发的相关配套设施的设计与研发，同时有机会参与下一代端云一体化插件体系的建设；
3、深入理解各类研发场景，并针对不同场景与技术栈输出差异化的集成方案；"
PCG04-云原生容器工程师（杭州/上海/北京/深圳）,PCG ," 杭州,中国 ", 技术 ,2021/9/29,"1、参与基于云原生的云端研发容器以及相关调度、管控、运维平台的设计与研发；
2、参与工程效能平台相关产品的架构和开发，推动业务和技术的融合发展；
3、参与包括网络、计算、存储等云原生基础设施的改进和优化；"
30628-腾讯广告后台开发高级工程师（北京）,CDG ," 北京,中国 ", 技术 ,2021/9/29," 负责广告转化归因服务的架构设计和开发，支持高并发，高可用，低延迟；
负责客户转化数据的接入，联动模型、调价、报表等环节来优化广告投放，提升客户效果；
负责高可用的任务调度系统开发，支持各种离线任务的分发和调度；"
40931-仿真云平台-c++工程师,CSIG ," 北京,中国 ", 技术 ,2021/9/29,"1. 参与仿真云平台的架构设计与研发工作,  开发与维护云仿真平台的核心架构和功能
2. 持续提升系统在大规模分布式环境下的稳定性,安全性和性能
3. 负责不断迭代并优化系统架构"
31504-高级计算IAAS运营规划工程师（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"负责云计算IAAS产品资源运营管理，精细化控制计算资源生命周期管理、支持资源晕欢迎数据统计分析、优化资源相关系统架构，提升供应调度自动化能力和效率、提升计算资源利用率。
负责IAAS计算产品服务器的IDC基础运营环境管理，对接数据中心运维日常变更及故障管理等工作，及时评估和处理运营风险。
负责对接IAAS计算产品相关安全合规审计(可信云、等保、ISO27001等)工作，深度了解合规标准要求，结合安全合规标准，不断精炼总结并推动运维系统架构优化提升。"
31504-高级计算IAAS运营规划工程师（广州）,CSIG ," 广州,中国 ", 技术 ,2021/9/29,"负责云计算IAAS产品资源运营管理，精细化控制计算资源生命周期管理、支持资源晕欢迎数据统计分析、优化资源相关系统架构，提升供应调度自动化能力和效率、提升计算资源利用率。
负责IAAS计算产品服务器的IDC基础运营环境管理，对接数据中心运维日常变更及故障管理等工作，及时评估和处理运营风险。
负责对接IAAS计算产品相关安全合规审计(可信云、等保、ISO27001等)工作，深度了解合规标准要求，结合安全合规标准，不断精炼总结并推动运维系统架构优化提升。"
40931-车路协同后台开发专家工程师（北京/深圳）,CSIG ," 北京,中国 ", 技术 ,2021/9/29,"1、设计和主导腾讯车路协同产品开发；
2、结合5G和边缘计算场景，将车路协同落地，提升产品竞争力；
3、参与项目的技术攻坚和优化；"
41069-金融云技术研发组组长,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"1.负责腾讯云金融云行业项目的研发架构设计及研发工作，构建丰富的金融ToB行业产品矩阵，打造金融行业解决方案；
2.承担金融行业产品的研发，项目POC与交付相关工作，打造团队ToB行业研发交付全链条的工程能力；
3.负责团队成员目标建立，能力培养，技术成长，最终提升整体团队人效。"
18435-风控策略工程师,CDG ," 深圳,中国 ", 技术 ,2021/9/29,"通过挖掘海量交易数据，分析用户交易风险要素，制定与部署在线风控策略与模型，保障用户资金安全的同时净化平台交易；
分析风险案件，总结作案模式，针对性设计风险变量，并通过规则与模型进行对抗；
完善策略运营体系，关注风险大盘与策略打击趋势，及时识别和预警风险，完善变量、策略生命周期管理；
与模型、产品、技术等相关团队分工协作，共同对抗业务风险，不断完善风控打击体系。"
33370-自动驾驶云数据平台开发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"1、负责自动驾驶云计费平台关的架构设计、需求分析、代码开发等
2、负责自动驾驶云运营统计分析平台相关的架构设计、需求分析、代码开发等
3、现有其他系统模块的架构优化、重构，日常运营、维护跟进
4、对高效研发流程，CICD工具使用有比较好的理解，能积极推动团队研发流程的优化，研发质量的提升"
38663-安全基础工程高级工程师,PCG ," 深圳,中国 ", 技术 ,2021/9/29,"QQ安全平台服务架构设计与核心代码编写；
QQ安全平台运营优化工作；
QQ安全风控平台基础建设，策略组件开发，实时响应线上问题"
22989-块存储高级存储引擎研发工程师（深圳/成都/北京）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"1. 负责腾讯云块存储存储引擎层架构设计与开发
2. 负责云存储前沿技术的研究与应用；
3. 负责块存储系统的稳定性、数据可靠性及性能的持续提升；"
49228-腾讯广告游戏行业服务开发工程师（北京）,CDG ," 北京,中国 ", 技术 ,2021/9/29,基于内外部数据，运用统计学、机器学习、计算广告等多个领域知识，对oCPA广告成本达成率、起量等多个关键指标进行垂直行业的问题分析和定位，研发行业算法策略，包括但不限于设计和实现广告起量策略、分行业模型校准、行业EE算法等，进行召回/粗排/精排全链路优化，提升行业效果和收入
25926-机器学习工程师,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责通用黑产识别，UGC黑产对抗，黑产防绕过分析与挖掘
负责腾讯游戏信用算法开发与运营
负责未保租号绕过识别与对抗"
26699-智慧零售研发中心后台leader（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"负责智慧零售项目研发，依据业务战略规划，落地具体产品，制定团队的技术规划和发展方向；
规划团队的技术以及业务发展方向、重大技术方案选型以及技术氛围的建设。"
26699-智慧零售数据中心高级算法工程师（营销方向）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"1、承担机器学习和算法研发，包含但不限于社交网络挖掘、复购预测、潜客挖掘等，负责特征优化、建模和模型优化及在实际业务中的落地；
2、各种增长策略研究与探索，并跟进营销策略产品化。"
26699-智慧零售研发中心副总监,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"业务上，负责指导以下其中一个方向，营销云方向、云mall方向、devops方向的技术以及业务建设；
1 营销云方向：在大数据应用，数据采集、ETL，挖掘、分析、算法上有全流程建设经验，能够帮助企业完成数字化度量以及效果提升；
2 云mall方向：在saas 电商领域有落地经验，对业务流程熟悉，落地过大量商家、用户Saas商城建设经验，有业务抽象能力经验，能够指导团队完成saas商城建设；
3 devops方向，负责研发效能相关流程、工具、的建设以及公司平台的对接，致力于提升基础的研发效率，提升研发质量；"
28603-微信支付交易清算后台开发工程师,WXG ," 深圳,中国 ", 技术 ,2021/9/29,负责微信支付交易清算系统的架构设计和开发，打造高可用、高正确性、高一致性、零差错的海量交易资金处理平台，为亿万客户提供稳定的交易结算、退款、分账等支付服务。
TEG09-Elasticsearch高级研发工程师,TEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责腾讯Elasticsearch内核的架构优化、新特性开发；
负责预研分布式存储系统、NoSQL等相关技术，推动Elasticsearch技术发展；
负责腾讯Elasticsearch产品的运营建设、日常维护；"
38663-Devops后台开发工程师,PCG ," 深圳,中国 ", 技术 ,2021/9/29,"责 PCG 社交平台与应用线工程效能自动化工具以及在线运营和监控平台的开发
负责参与研发流程的优化和落地, 针对研发流程的痛点, 制定工具和解决方案"
40836-A/BTest实验平台-后台Tech Lead（北京&深圳）,PCG ," 北京,中国 ", 技术 ,2021/9/29,"负责基础架构或工具平台的整体技术路线和架构走向，研究和引入新的技术、方法和组件；
负责基础架构组件或工具平台的研发、搭建及核心代码编写；
负责带领团队解决项目开发中的技术难点；
有技术视野，深入技术细节，乐于接受各种技术挑战。"
CSIG15-智能平台产品部-评测算法工程师（北京）,CSIG ," 北京,中国 ", 技术 ,2021/9/29,负责教育AI算法研发，包括其中一个或多个方向：中英文口语评测，英文作文纠错及批改，英语口语考试系统等；跟踪语音评测、自然语言处理、机器学习等方向的前沿算法，并落地项目优化。
CSIG15-智能平台产品部-智能硬件质量工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"负责智能硬件质量管理体系搭建与运行管理，建立质量计划并进行过程管控； 
把控产品生产过程中的质量、交付以及供应商管理，保证生产通过率的情况下提升生产效率；
进行关键物料质量管控，并与硬件工程师合作把控核心物料备选方案及供应链； 
处理重大品质异常，对重大质量事故进行分析，解决问题以确保产品按期交付； 
将研发、生产以及实验室品质等质量体系进行整合； 
承担硬件研发过程中的数据度量与分析,如硬件指标的CP、CPQ统计等，监管量产阶段质量数据与生产情况并提供周报与月报；
负责包括包装、附件等硬件，降低用户由于硬件的退机率，负责与售后接口，负责产品封样； 
完善硬件质量管理体系，包括主导质量协议签署、出厂质量标准，供应商器件质量标准，生产过程要求与质量标准等；
考察外包工厂加工生产能力，工厂质量体系等并提供考察报告与判断结论；
参与产品前期概念阶段质量评估，输出如DFEMA等报告。"
